"","X","Gene","Yap_2021","Tyssowski_2018","Hrvatin_2018","n_Yap_methods","na_sums"
"255",255,"Smad7","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"256",256,"St8sia2","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"257",257,"Gdpd5","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"258",258,"Dusp16","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"259",259,"Fgfr2","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"260",260,"Spry2","CaMK2a-Ribotag_6h post KA/FFJ KO snRNAseq_affected by AP1 KO/CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,"V1 scRNAseq_PRGs",3,2
"261",261,"Gxylt2","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"262",262,"Eprs","CaMK2a-Ribotag_6h post KA","in situ sustained depol_dPRGs","V1 scRNAseq_SRGs",1,3
"263",263,"Ppp1r13l","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"264",264,"Stk17b","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"265",265,"Fmnl1","CaMK2a-Ribotag_6h post KA",NA,"V1 scRNAseq_SRGs",1,2
"266",266,"Ubc","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"267",267,"Tmem2","CaMK2a-Ribotag_6h post KA/FFJ KO snRNAseq_affected by AP1 KO/CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,3,1
"268",268,"Cyp51","CaMK2a-Ribotag_6h post KA",NA,"V1 scRNAseq_PRGs",1,2
"269",269,"Adra1a","CaMK2a-Ribotag_6h post KA/FFJ KO snRNAseq_affected by AP1 KO",NA,NA,2,1
"270",270,"Aurka","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"271",271,"Prkar2a","CaMK2a-Ribotag_6h post KA/FFJ KO snRNAseq_affected by AP1 KO",NA,NA,2,1
"272",272,"Egr3","CaMK2a-Ribotag_6h post KA","in situ sustained depol_rPRGs",NA,1,2
"273",273,"Atp11c","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"274",274,"Slc14a1","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"275",275,"Gne","CaMK2a-Ribotag_6h post KA/FFJ KO snRNAseq_affected by AP1 KO",NA,NA,2,1
"276",276,"Odc1","CaMK2a-Ribotag_6h post KA",NA,"V1 scRNAseq_PRGs",1,2
"277",277,"Magoh","CaMK2a-Ribotag_6h post KA",NA,"V1 scRNAseq_PRGs",1,2
"278",278,"Rassf8","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"279",279,"Adpgk","CaMK2a-Ribotag_6h post KA/FFJ KO snRNAseq_affected by AP1 KO/CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,3,1
"280",280,"Adamts1","CaMK2a-Ribotag_6h post KA",NA,"V1 scRNAseq_PRGs (sec)",1,2
"281",281,"Ly6a","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"282",282,"Ina","CaMK2a-Ribotag_6h post KA",NA,"V1 scRNAseq_SRGs",1,2
"283",283,"Frmd6","CaMK2a-Ribotag_6h post KA/FFJ KO snRNAseq_affected by AP1 KO",NA,"V1 scRNAseq_PRGs",2,2
"284",284,"Fam107b","CaMK2a-Ribotag_6h post KA",NA,"V1 scRNAseq_PRGs",1,2
"285",285,"Zfp948","CaMK2a-Ribotag_6h post KA/CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,2,1
"286",286,"Bves","CaMK2a-Ribotag_6h post KA","in situ sustained depol_dPRGs",NA,1,2
"287",287,"Aff1","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"288",288,"Hsph1","CaMK2a-Ribotag_6h post KA",NA,"V1 scRNAseq_PRGs",1,2
"289",289,"Vgf","CaMK2a-Ribotag_6h post KA",NA,"V1 scRNAseq_SRGs",1,2
"290",290,"Lonrf3","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"291",291,"Sbno2","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"292",292,"Slc16a1","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"293",293,"Mlip","CaMK2a-Ribotag_6h post KA/FFJ KO snRNAseq_affected by AP1 KO",NA,NA,2,1
"294",294,"Rgs16","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"295",295,"Palld","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"296",296,"Hcn4","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"297",297,"Maml3","CaMK2a-Ribotag_6h post KA","in situ sustained depol_dPRGs",NA,1,2
"298",298,"Gucy2e","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"299",299,"Dpysl5","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"300",300,"Dio2","CaMK2a-Ribotag_6h post KA",NA,"V1 scRNAseq_PRGs",1,2
"301",301,"Hspb6","CaMK2a-Ribotag_6h post KA/CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,2,1
"302",302,"Mapk4","CaMK2a-Ribotag_6h post KA/CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,"V1 scRNAseq_SRGs",2,2
"303",303,"Arpp19","CaMK2a-Ribotag_6h post KA/FFJ KO snRNAseq_affected by AP1 KO",NA,NA,2,1
"304",304,"Mapk6","CaMK2a-Ribotag_6h post KA",NA,"V1 scRNAseq_SRGs",1,2
"305",305,"Ppp1r15a","CaMK2a-Ribotag_6h post KA","in situ sustained depol_rPRGs",NA,1,2
"306",306,"Ppm1h","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"307",307,"Hmga1","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"308",308,"Emd","CaMK2a-Ribotag_6h post KA",NA,"V1 scRNAseq_PRGs",1,2
"309",309,"Dusp1","CaMK2a-Ribotag_6h post KA/CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA","in situ sustained depol_rPRGs","V1 scRNAseq_PRGs",2,3
"310",310,"S100a10","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"311",311,"Rheb","CaMK2a-Ribotag_6h post KA/CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA","in situ sustained depol_dPRGs","V1 scRNAseq_SRGs",2,3
"312",312,"Fbxo33","CaMK2a-Ribotag_6h post KA/FFJ KO snRNAseq_affected by AP1 KO","in situ sustained depol_dPRGs","V1 scRNAseq_PRGs",2,3
"313",313,"Drd1a","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"314",314,"Klf10","CaMK2a-Ribotag_6h post KA/CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,"V1 scRNAseq_PRGs (TF)",2,2
"315",315,"Nr4a1","CaMK2a-Ribotag_6h post KA","in situ sustained depol_rPRGs","V1 scRNAseq_PRGs (TF)",1,3
"316",316,"Ier2","CaMK2a-Ribotag_6h post KA","in situ sustained depol_rPRGs",NA,1,2
"317",317,"Cd68","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"318",318,"Hspa5","CaMK2a-Ribotag_6h post KA",NA,"V1 scRNAseq_PRGs",1,2
"319",319,"Pmvk","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"320",320,"Sertm1","CaMK2a-Ribotag_6h post KA/FFJ KO snRNAseq_affected by AP1 KO",NA,NA,2,1
"321",321,"Sesn2","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"322",322,"Gla","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"323",323,"Rorb","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"324",324,"Myc","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"325",325,"B4galt1","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"326",326,"Smyd4","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"327",327,"Prosc","CaMK2a-Ribotag_6h post KA/FFJ KO snRNAseq_affected by AP1 KO/CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,3,1
"328",328,"Dpy19l3","CaMK2a-Ribotag_6h post KA/FFJ KO snRNAseq_affected by AP1 KO/CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,3,1
"329",329,"Kitl","CaMK2a-Ribotag_6h post KA/FFJ KO snRNAseq_affected by AP1 KO","in situ sustained depol_dPRGs",NA,2,2
"330",330,"Ppp1r3c","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"331",331,"Leng8","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"332",332,"Slc25a25","CaMK2a-Ribotag_6h post KA",NA,"V1 scRNAseq_PRGs",1,2
"333",333,"Ccnf","CaMK2a-Ribotag_6h post KA/CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,2,1
"334",334,"Isoc1","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"335",335,"Rrp36","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"336",336,"Samd4","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"337",337,"Tsc22d2","CaMK2a-Ribotag_6h post KA/FFJ KO snRNAseq_affected by AP1 KO",NA,NA,2,1
"338",338,"Slc7a5","CaMK2a-Ribotag_6h post KA/CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,2,1
"339",339,"Igsf9b","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"340",340,"Tchh","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"341",341,"Ctgf","CaMK2a-Ribotag_6h post KA",NA,"V1 scRNAseq_PRGs (sec)",1,2
"342",342,"Egr1","CaMK2a-Ribotag_6h post KA","in situ sustained depol_rPRGs","V1 scRNAseq_PRGs (TF)",1,3
"343",343,"Cry1","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"344",344,"Hsd17b12","CaMK2a-Ribotag_6h post KA","in situ sustained depol_dPRGs","V1 scRNAseq_SRGs",1,3
"345",345,"Gmeb2","CaMK2a-Ribotag_6h post KA/FFJ KO snRNAseq_affected by AP1 KO","in situ sustained depol_dPRGs",NA,2,2
"346",346,"Col6a2","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"347",347,"Car12","CaMK2a-Ribotag_6h post KA",NA,"V1 scRNAseq_SRGs",1,2
"348",348,"Slc25a32","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"349",349,"Vipr1","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"350",350,"Dok5","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"351",351,"Txnl1","CaMK2a-Ribotag_6h post KA/FFJ KO snRNAseq_affected by AP1 KO",NA,NA,2,1
"352",352,"Tinf2","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"353",353,"Tspan9","CaMK2a-Ribotag_6h post KA/FFJ KO snRNAseq_affected by AP1 KO",NA,NA,2,1
"354",354,"Prkab2","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"355",355,"Slc2a1","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"356",356,"Jarid2","CaMK2a-Ribotag_6h post KA/FFJ KO snRNAseq_affected by AP1 KO",NA,NA,2,1
"357",357,"Zc3h12c","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"358",358,"Lmo2","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"359",359,"Rgcc","CaMK2a-Ribotag_6h post KA",NA,"V1 scRNAseq_PRGs",1,2
"360",360,"Rnh1","CaMK2a-Ribotag_6h post KA/CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,2,1
"361",361,"Rassf1","CaMK2a-Ribotag_6h post KA",NA,"V1 scRNAseq_PRGs",1,2
"362",362,"Rnf217","CaMK2a-Ribotag_6h post KA/CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,2,1
"363",363,"Cd44","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"364",364,"Rasa2","CaMK2a-Ribotag_6h post KA/FFJ KO snRNAseq_affected by AP1 KO",NA,NA,2,1
"365",365,"Klf6","CaMK2a-Ribotag_6h post KA/FFJ KO snRNAseq_affected by AP1 KO/CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,"V1 scRNAseq_PRGs",3,2
"366",366,"Myh9","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"367",367,"Rest","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"368",368,"Filip1l","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"369",369,"Map2k3","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"370",370,"Spry4","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"371",371,"Plagl1","CaMK2a-Ribotag_6h post KA","in situ sustained depol_dPRGs",NA,1,2
"372",372,"Sh3pxd2b","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"373",373,"Tpm4","CaMK2a-Ribotag_6h post KA",NA,"V1 scRNAseq_PRGs",1,2
"374",374,"Nav2","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"375",375,"Elmo1","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"376",376,"Sc5d","CaMK2a-Ribotag_6h post KA/FFJ KO snRNAseq_affected by AP1 KO",NA,NA,2,1
"377",377,"Zmiz1","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"378",378,"Pop1","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"379",379,"Stat3","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"380",380,"Sdc4","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"381",381,"Penk","CaMK2a-Ribotag_6h post KA",NA,"V1 scRNAseq_SRGs (sec)",1,2
"382",382,"Brinp1","CaMK2a-Ribotag_6h post KA/CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA","in situ sustained depol_dPRGs",NA,2,2
"383",383,"Btaf1","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"384",384,"F3","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"385",385,"Pabpc4","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"386",386,"Vcl","CaMK2a-Ribotag_6h post KA",NA,"V1 scRNAseq_PRGs",1,2
"387",387,"Fezf2","CaMK2a-Ribotag_6h post KA","in situ sustained depol_SRGs",NA,1,2
"388",388,"Furin","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"389",389,"H2afz","CaMK2a-Ribotag_6h post KA/CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,2,1
"390",390,"Dnajb5","CaMK2a-Ribotag_6h post KA/CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,"V1 scRNAseq_PRGs",2,2
"391",391,"Efhd2","CaMK2a-Ribotag_6h post KA/CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,2,1
"392",392,"Galnt14","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"393",393,"Rtn4rl2","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"394",394,"Klhl7","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"395",395,"Rrp1b","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"396",396,"Sgk1","CaMK2a-Ribotag_6h post KA/FFJ KO snRNAseq_affected by AP1 KO",NA,"V1 scRNAseq_PRGs",2,2
"397",397,"Hmgcr","CaMK2a-Ribotag_6h post KA/FFJ KO snRNAseq_affected by AP1 KO",NA,NA,2,1
"398",398,"Arid5b","CaMK2a-Ribotag_6h post KA/FFJ KO snRNAseq_affected by AP1 KO",NA,NA,2,1
"399",399,"Tspan31","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"400",400,"Zfp703","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"401",401,"Rgs10","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"402",402,"Entpd7","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"403",403,"Rbpj","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"404",404,"Pxdn","CaMK2a-Ribotag_6h post KA/CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,2,1
"405",405,"Kcnf1","CaMK2a-Ribotag_6h post KA","in situ sustained depol_dPRGs",NA,1,2
"406",406,"Ezr","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"407",407,"Fgfr1op","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"408",408,"Rnft1","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"409",409,"Rab33a","CaMK2a-Ribotag_6h post KA/CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,2,1
"410",410,"Gad2","CaMK2a-Ribotag_6h post KA/CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,2,1
"411",411,"Sorcs3","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"412",412,"Rbbp7","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"413",413,"Wsb1","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"414",414,"Slc3a2","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"415",415,"Dusp14","CaMK2a-Ribotag_6h post KA","in situ sustained depol_dPRGs","V1 scRNAseq_PRGs",1,3
"416",416,"Msmo1","CaMK2a-Ribotag_6h post KA/FFJ KO snRNAseq_affected by AP1 KO",NA,NA,2,1
"417",417,"Plek","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"418",418,"Smim3","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"419",419,"Slc5a3","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"420",420,"Scrt2","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"421",421,"Ubash3b","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"422",422,"Plekha2","CaMK2a-Ribotag_6h post KA/CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,2,1
"423",423,"Nup98","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"424",424,"Arl5b","CaMK2a-Ribotag_6h post KA",NA,"V1 scRNAseq_PRGs",1,2
"425",425,"Ndc1","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"426",426,"Ivns1abp","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"427",427,"Kcnk1","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"428",428,"Irs2","CaMK2a-Ribotag_6h post KA",NA,"V1 scRNAseq_PRGs",1,2
"429",429,"Snx1","CaMK2a-Ribotag_6h post KA/FFJ KO snRNAseq_affected by AP1 KO",NA,NA,2,1
"430",430,"Pim3","CaMK2a-Ribotag_6h post KA",NA,"V1 scRNAseq_PRGs",1,2
"431",431,"Creb3l1","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"432",432,"Itgav","CaMK2a-Ribotag_6h post KA/FFJ KO snRNAseq_affected by AP1 KO/CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,"V1 scRNAseq_SRGs",3,2
"433",433,"Hmgcs1","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"434",434,"Mest","CaMK2a-Ribotag_6h post KA",NA,"V1 scRNAseq_PRGs",1,2
"435",435,"Grasp","CaMK2a-Ribotag_6h post KA","in situ sustained depol_dPRGs","V1 scRNAseq_PRGs",1,3
"436",436,"Pfkfb3","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"437",437,"Sbds","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"438",438,"Slc2a3","CaMK2a-Ribotag_6h post KA/CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA","in situ sustained depol_dPRGs",NA,2,2
"439",439,"Lonrf1","CaMK2a-Ribotag_6h post KA/FFJ KO snRNAseq_affected by AP1 KO/CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,3,1
"440",440,"Stmn4","CaMK2a-Ribotag_6h post KA/FFJ KO snRNAseq_affected by AP1 KO/CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,3,1
"441",441,"Acvr1","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"442",442,"Cap1","CaMK2a-Ribotag_6h post KA/CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,2,1
"443",443,"Dmxl1","CaMK2a-Ribotag_6h post KA","in situ sustained depol_dPRGs",NA,1,2
"444",444,"Tmem178","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"445",445,"Grem2","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"446",446,"Eif2b3","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"447",447,"Tmem47","CaMK2a-Ribotag_6h post KA/FFJ KO snRNAseq_affected by AP1 KO",NA,NA,2,1
"448",448,"Acsl4","CaMK2a-Ribotag_6h post KA/FFJ KO snRNAseq_affected by AP1 KO","in situ sustained depol_dPRGs","V1 scRNAseq_PRGs",2,3
"449",449,"Tead1","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"450",450,"Lrfn2","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"451",451,"Myo1b","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"452",452,"Gprc5b","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"453",453,"Nrp1","CaMK2a-Ribotag_6h post KA",NA,"V1 scRNAseq_SRGs",1,2
"454",454,"Gpr151","CaMK2a-Ribotag_6h post KA/CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,2,1
"455",455,"Atp7a","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"456",456,"Plk2","CaMK2a-Ribotag_6h post KA/FFJ KO snRNAseq_affected by AP1 KO",NA,NA,2,1
"457",457,"Bcor","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"458",458,"Rgs9","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"459",459,"Lmo7","CaMK2a-Ribotag_6h post KA/FFJ KO snRNAseq_affected by AP1 KO",NA,NA,2,1
"460",460,"Creb3l2","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"461",461,"Eaf1","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"462",462,"Rnf128","CaMK2a-Ribotag_6h post KA/FFJ KO snRNAseq_affected by AP1 KO","in situ sustained depol_dPRGs",NA,2,2
"463",463,"Ets2","CaMK2a-Ribotag_6h post KA",NA,"V1 scRNAseq_PRGs (TF)",1,2
"464",464,"Kremen1","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"465",465,"Ell2","CaMK2a-Ribotag_6h post KA","in situ sustained depol_dPRGs",NA,1,2
"466",466,"Stat5b","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"467",467,"Midn","CaMK2a-Ribotag_6h post KA",NA,"V1 scRNAseq_PRGs",1,2
"468",468,"Phlpp1","CaMK2a-Ribotag_6h post KA/FFJ KO snRNAseq_affected by AP1 KO",NA,NA,2,1
"469",469,"Rhoq","CaMK2a-Ribotag_6h post KA/CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,2,1
"470",470,"Dusp6","CaMK2a-Ribotag_6h post KA",NA,"V1 scRNAseq_PRGs",1,2
"471",471,"Popdc3","CaMK2a-Ribotag_6h post KA","in situ sustained depol_dPRGs",NA,1,2
"472",472,"Pdlim5","CaMK2a-Ribotag_6h post KA",NA,"V1 scRNAseq_PRGs",1,2
"473",473,"Slc6a8","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"474",474,"Zfp52","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"475",475,"Abhd2","CaMK2a-Ribotag_6h post KA/CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,2,1
"476",476,"Chga","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"477",477,"Nudt9","CaMK2a-Ribotag_6h post KA/FFJ KO snRNAseq_affected by AP1 KO",NA,NA,2,1
"478",478,"Amotl1","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"479",479,"BC022687","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"480",480,"Rbm15","CaMK2a-Ribotag_6h post KA/CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,2,1
"481",481,"Clk4","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"482",482,"Fam98a","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"483",483,"Per2","CaMK2a-Ribotag_6h post KA/CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA","in situ sustained depol_dPRGs",NA,2,2
"484",484,"Akap13","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"485",485,"Ccrn4l","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"486",486,"Nabp1","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"487",487,"Itpkc","CaMK2a-Ribotag_6h post KA/CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,NA,2,1
"488",488,"Klf5","CaMK2a-Ribotag_6h post KA/FFJ KO snRNAseq_affected by AP1 KO",NA,NA,2,1
"489",489,"1190002N15Rik","CaMK2a-Ribotag_6h post KA/FFJ KO snRNAseq_affected by AP1 KO",NA,"V1 scRNAseq_PRGs",2,2
"490",490,"Fam222a","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"491",491,"Atf4","CaMK2a-Ribotag_6h post KA/CaMK2a-Fos CUT&RUN_Fos-bound in vicinity post 2-3h KA",NA,"V1 scRNAseq_PRGs (TF)",2,2
"492",492,"Tgfb2","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"493",493,"Tbkbp1","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"494",494,"Med7","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"495",495,"Mamld1","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"496",496,"Klhdc4","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"497",497,"Rgs20","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"498",498,"Setd8","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"499",499,"Kdm7a","CaMK2a-Ribotag_6h post KA",NA,"V1 scRNAseq_PRGs",1,2
"500",500,"1700088E04Rik","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"501",501,"Mcl1","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"502",502,"Phf13","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"503",503,"Hax1","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"504",504,"Cdca4","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"505",505,"Mapkapk2","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"506",506,"Ankrd33b","CaMK2a-Ribotag_6h post KA",NA,"V1 scRNAseq_PRGs",1,2
"507",507,"Ginm1","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"508",508,"Lrtm2","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"509",509,"Pdzd2","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"510",510,"Hspa8","CaMK2a-Ribotag_6h post KA",NA,"V1 scRNAseq_PRGs",1,2
"511",511,"Taf1a","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
"512",512,"Fam65b","CaMK2a-Ribotag_6h post KA/FFJ KO snRNAseq_affected by AP1 KO",NA,NA,2,1
"513",513,"Coro1c","CaMK2a-Ribotag_6h post KA",NA,NA,1,1
